epoch;acc;loss;val_acc;val_loss
46;0.9721779676734424;0.06689527059798359;0.9500519514083863;0.13614706546068192
47;0.9728080483733631;0.06579131089517327;0.9494649052619935;0.12508239994446438
48;0.9730504770747951;0.06397914407072497;0.9488510807355245;0.14072361091772714
49;0.9727241054910128;0.06485309308303185;0.9518046895662944;0.13655861119429272
50;0.9731219020046171;0.06477664893523591;0.9453344027201335;0.14697352349758147
51;0.9725783066671403;0.06589975870657162;0.9488510767618815;0.14072360942761103
52;0.9734402777718716;0.06432629642305804;0.9526458223660786;0.13096733391284943
53;0.9721160267220169;0.06697552614524717;0.9521814068158467;0.1330677216251691
54;0.9720832089908787;0.06735514018867837;0.9488510727882385;0.14072360570232073
55;0.9730366165520715;0.06548725566292396;0.9460884690284729;0.16350005343556404
56;0.9717729023245515;0.0688198304078618;0.961395796140035;0.09678233762582143
57;0.9723498420637162;0.06686668305612001;0.9488510847091675;0.140723608682553
58;0.9720276916613344;0.0671612660049415;0.9416749477386475;0.15559151520331702
59;0.9727612000996949;0.06687290978724839;0.9554514328638712;0.11317452341318131
60;0.9735616113318771;0.06265833827315784;0.9488510767618815;0.14072361091772714
61;0.9713760673022661;0.06813233125893796;0.9469131867090861;0.14645861486593884
62;0.9727000252145236;0.06665548053188403;0.9495895504951477;0.1565829870601495
63;0.9717992847083045;0.06800872481382284;0.9488510688145956;0.14072360595067343
64;0.9732786886027602;0.06420051508018228;0.9516436020533244;0.13176662971576056
65;0.9731425222803335;0.0645531490445137;0.9491128881772359;0.14146493126948675
66;0.9726821877917305;0.0659276308094869;0.9488510688145956;0.14072361042102177
67;0.9739582704716041;0.062055111877986645;0.9526027758916219;0.1327909717957179
68;0.9721335446248289;0.06730349053491334;0.9507111390431722;0.13668896531065305
69;0.9723222324105559;0.06614223598945336;0.9488510727882385;0.14072360917925836
70;0.9720363734198398;0.06810863978672223;0.9440246025721232;0.16913510089119274
71;0.9719541053302952;0.06786438358611747;0.948990261554718;0.1394719327489535
72;0.972846119130244;0.06526839348380684;0.9488510767618815;0.1407236101726691
73;0.9729563437524389;0.06489806133704107;0.9494412620862325;0.13821847587823868
74;0.9738899264179293;0.06235778972995086;0.9556879162788391;0.10879412442445754
75;0.9728209044112534;0.06550672534303587;0.9488510807355245;0.14072360744078954
76;0.9716409112586349;0.06735470316937713;0.9419496059417725;0.15806739429632824
77;0.9728935732216132;0.06523253182407285;0.9536571701367696;0.13145339513818424
78;0.9729940295219421;0.06436135925230432;0.9488510688145956;0.1407236061990261
79;0.9721746249277083;0.06839937417477858;0.9552225947380066;0.1089971681435903
80;0.9728363361514982;0.06521953782830082;0.9431625326474508;0.15090035423636436
81;0.972163128071144;0.06804630667215487;0.9488510807355245;0.14072360917925836
82;0.9723701135056918;0.06505354750351827;0.9588194608688354;0.10234960814317068
83;0.9720601527417292;0.06701389455893;0.9462544202804566;0.1473069667816162
84;0.9719803460308762;0.0676067380204064;0.9488510767618815;0.14072360793749492
